id,physical_description,size
27371,folder; 5 x 7 inches, 5 x 7 inches
27372,broadside; 8.25 x 11.75 inches, 8.25 x 11.75 inches
27373,broadside (uneven edge); 8.5 x 12 inches; folded width-wise, 8.5 x 12 inches
27374,broadside; 7.75 x 12.25 inches, 7.75 x 12.25 inches
27375,broadside; 8 x 12.5 inches, 8 x 12.5 inches
27376,folder; 8.75 x 11.625 inches, 8.75 x 11.625 inches
27377,"folder; 7.75 x  10.875 inches; water stains (center, fold); uneven fold"," water stains (center, fold)"
27378,folder; 7.75 x 10 inches, 7.75 x 10 inches
27379,folder; 10.75 x 14.5 inches; folded edge (right), 10.75 x 14.5 inches
27380,placemat (folded); 9.5 x 14 inches; uneven fold; adhesive residue, uneven fold
27381,"folder; 8.75 x 11.5 inches; pencil markings (cover, interior)", 8.75 x 11.5 inches
27383,door knob sign; 4.875 x 11.875 inches, 4.875 x 11.875 inches
27384,broadside; 9 x 11.5 inches, 9 x 11.5 inches
27385,"broadside; 7 x 10.625 inches; bent corner (upper, left)", 7 x 10.625 inches
27386,folder; 7 x 10 inches, 7 x 10 inches
27387,broadside; 7 x 10 inches, 7 x 10 inches
27388,broadside; 9 x 11.5 inches; stain (front), 9 x 11.5 inches
27389,folder; 6.5 x 9.625 inches; crease (length-wise), 6.5 x 9.625 inches
27390,CARD; COL; 3.75 X 6, COL
27391,"broadside; 11.5 x 17.5 inches; water stain (one copy); creased (width-wise, both copies)", water stain (one copy)
27392,CARD; COL; ILLUS; 5.5 X 8.25, ILLUS
27393,FOLDER; COL; ILLUS; 5.25 X 8, ILLUS
27394,FOLDER; ILLUS; COL; 2.75 X 4.5, COL
27395,CARD; ILLUS; COL; 5.25 X 8.25, COL
27396,CARD; ILLUS; COL; 5.5 X 8.5, COL
27397,"FOLDER, ILLUS, COL, 4.25X7.75", 4.25X7.75
27398,CARD;ILLUS; COL; 5.5 X 8.25, COL
27399,CARD; ILLUS; COL; 5.5 X 8.25, COL
27400,CARD; COL; ILLUS; 5.5 X 8.5, ILLUS
27401,"FOLDER, ILLUS, COL, 3X4.5", 3X4.5
27402,"CARD, ILLUS, COL, 5.5X8.25", 5.5X8.25
27403,"CARD, ILLUS, COL, 5.5X8.25", 5.5X8.25
27404,CARD; ILLUS; COL; 5.5 X 8.25, COL
27405,CARD; ILLUS; COL; 5.5 X 8.25, COL
27406,CARD; ILLUS; COL; 5.5 X 8, COL
27407,CARD; ILLUS; COL; 5.5 X 9, COL
27408,"FOLDER, ILLUS, COL, 3X4.5", 3X4.5
27409,FOLDER; ILLUS; COL; 3.25 X 4.5, COL
27410,CARD; ILLUS; COL; 5.5 X 8, COL
27411,CARD; ILLUS; COL; 8X5.5, COL
27412,FOLDER; ILLUS; COL; 3 X 4.5, COL
27413,CARD; ILLUS; COL; 5.5 X 9, COL
27414,CARD; ILLUS; COL; 5.5 X 8.5, COL
27415,FOLDER; ILLUS; COL; 9.25X5.5, COL
27416,CARD; ILLUS; COL; 5.5 X 8.25, COL
27417,CARD; ILLUS; COL; 5.5 X 8.5, COL
27418,CARD; 3.5 X 5.5, 3.5 X 5.5
27419,CARD; COL; 3.75 X 6, COL
27420,"CARD, ILLUS, COL, 5.5X8.25", 5.5X8.25
27421,"FOLDER, ILLUS, COL, 5.5X8", 5.5X8
27422,CARD; ILLUS; COL; 4 X 6.25, COL
27423,CARD; ILLUS; COL;  5.5 X 8.5, COL
27424,FOLDER; ILLUS; COL; 3 X 4.5, COL
27425,CARD; ILLUS; COL; 5.5 X 8.25, COL
27426,CARD; ILLUS; COL; 5.5 X 8.5, COL
27427,CARD; ILLUS; COL; 5.5 X 8.25, COL
27428,CARD; ILLUS; COL; 5.5 X 8.25, COL
27429,CARD; ILLUS; COL; 5.5 X 8.25, COL
27430,CARD; COL; 3.75 X 6, COL
27431,"BOOKLET, 7X4.5", 7X4.5
27432,CARD; COL; 3.75 X 6, COL
27433,CARD; 3.75 X 6, 3.75 X 6
27434,CARD; COL; ILLUS; 5.5 X 8.5, ILLUS
27435,CARD; COL; ILLUS;  8.25, ILLUS
27436,CARD; ILLUS; COL; 5.5 X 8.25, COL
27437,CARD; ILLUS; COL; 5.5 X 7.75, COL
27438,CARD; ILLUS; COL; 5.5 X 7.75, COL
27439,"BOOKLET, ILLUS, COL, 4.75X6", 4.75X6
27440,CARD; ILLUS; COL; 5.25 X 8.25, COL
27441,CARD; ILLUS; COL; 5.5 X 8.25, COL
27442,CARD; COL; 3.75 X 6, COL
27443,CARD; ILLUS; COL; 4 X 6.25, COL
27444,CARD; COL; 4 X 6, COL
27445,CARD; 3.75 X 6, 3.75 X 6
27446,CARD; COL; ILLUS; 5.5 X 8, ILLUS
27447,FOLDER; ILLUS; COL; 5.5 X 9.25, COL
27448,FOLDER; ILLUS; COL; 3.25 X 4.5, COL
27449,CARD; ILLUS; COL; 5.5 X 8.25, COL
27450,"FOLDER, ILLUS, COL, 4.5X9.5", 4.5X9.5
27451,CARD; COL; ILLUS; 5.5 X 8.5, ILLUS
27452,CARD; ILLUS; COL; 6 X 10, COL
27453,"CARD, 6.75X10.5", 6.75X10.5
27454,"CARD, 6.75X10.5", 6.75X10.5
27455,"CARD, 6.75X10.5", 6.75X10.5
27456,UNUSUAL; LIKE A STOCK CERTIFICATE IN FOLDER; ILLUS; COL; 3.75 X 8.5, COL
27457,BOOKLET; ILLUS; COL; 11.75X8, COL
27458,CARD; COL; 7 X 10.5, COL
27459,CARD; COL; ILLUS; 5.5 X 8, ILLUS
27460,CARD; COL; 5.5 X 9.25, COL
27461,CARD; COL; 5.5 X 9.25, COL
27462,"CARD, 6.75X10.75", 6.75X10.75
27463,CARD; ILLUS; COL; 4 X 5.5, COL
27464,BROADSIDE; ILLUS; 6.75 X 10.5, ILLUS
27465,CARD; COL; 4 X 6.25, COL
27466,CARD; ILLUS; COL; 5.5 X 9, COL
27467,CARD; ILLUS; COL; 5.5 X 7.75, COL
27468,"CARD, 6.75X10.5", 6.75X10.5
27469,,
27470,,
27471,,
27472,,
27473,,
27474,,
27475,,
27476,,
27477,,
27478,,
27479,,
27480,,
27481,,
27482,,
27483,,
27484,,
27485,,
27486,,
27487,,
27488,,
27489,,
27490,,
27491,,
27492,,
27493,,
27494,,
27495,,
27496,,
27497,,
27498,,
27499,,
27500,,
27501,,
27502,,
27503,,
27504,,
27505,,
27506,,
27507,,
27508,BOOKLET; ILLUS; COL; 6 X 7.5, COL
27509,,
27510,,
27511,,
27512,,
27513,,
27514,,
27515,,
27516,,
27517,,
27518,,
27519,,
27520,,
27521,,
27522,,
27523,,
27524,,
27525,,
27526,,
27527,,
27528,,
27529,,
27530,,
27531,,
27532,,
27533,,
27534,,
27535,,
27536,,
27537,,
27538,,
27539,,
27540,,
27541,,
27542,,
27543,,
27544,,
27545,,
27546,,
27547,,
27548,,
27549,,
27550,,
27551,,
27552,,
27553,,
27554,,
27555,,
27556,,
27557,,
27558,,
27559,,
27560,,
27561,,
27562,,
27563,,
27564,,
27565,,
27566,,
27567,,
27568,,
27569,,
27570,,
27571,,
27572,,
27573,"CARD, ILLUS, COL, 5.5X7.75", 5.5X7.75
27574,,
27575,,
27576,,
27577,,
27578,,
27579,,
27580,,
27581,,
27582,,
27583,,
27584,,
27585,,
27586,,
27587,,
27588,,
27589,,
27590,,
27591,,
27592,,
27593,,
27594,,
27595,,
27596,,
27597,,
27598,,
27599,,
27600,,
27601,,
27602,,
27603,,
27604,,
27605,,
27606,,
27607,,
27608,,
27609,,
27610,,
27611,,
27612,,
27613,,
27614,,
27615,,
27616,,
27617,,
27618,,
27619,,
27620,,
27621,,
27622,,
27623,,
27624,,
27625,,
27626,,
27627,,
27628,,
27629,,
27630,,
27631,,
27632,,
27633,,
27634,,
27635,,
27636,,
27637,,
27638,,
27639,,
27640,,
27641,,
27642,,
27643,,
27644,,
27645,,
27646,,
27647,,
27648,,
27649,,
27650,,
27651,,
27652,,
27653,,
27654,,
27655,,
27656,,
27657,,
27658,,
27659,,
27660,,
27661,,
27662,"CARD, ILLUS, 4X6.25", 4X6.25
27663,"CARD, 4X6.25", 4X6.25
27664,,
27665,,
27666,,
27667,,
27668,,
27669,,
27670,,
27671,,
27672,FOLDER; ILLUS; COL; 5.25 X 7, COL
27673,FOLDER; ILLUS; COL; 7.5 X 7, COL
27674,FOLDER; ILLUS; COL; 10 X 12.75, COL
27675,BROADSIDE; ILLUS; COL; 7.5 X 9.5, COL
27676,FOLDER; ILLUS; 6 X 9, ILLUS
27677,FOLDER; ILLUS; COL; 7.5 X 7.25, COL
27678,FOLDER; ILLUS; COL; 8.5 X 11, COL
27679,BROADSIDE; 6 X 8.25, 6 X 8.25
27680,BROADSIDE; ILLUS; COL; 8.25 X 12.5, COL
27681,FOLDER; ILLUS; COL; 6.75 X 15.75, COL
27682,BOOKLET; ILLUS; COL; 5.5 X 8.5, COL
27683,FOLDER; ILLUS; COL; 8.5 X 11, COL
27684,FOLDER; ILLUS; COL; 8.5 X 11, COL
27685,FOLDER; ILLUS; COL; 7.5 X 6.75, COL
27686,FOLDER; ILLUS; COL; 9 X 14.25, COL
27687,FOLDER; ILLUS; COL; 7.75 X 13.25, COL
27688,FOLDER; ILLUS; COL; 7.75 X 6.75, COL
27689,BROADSIDE; ILLUS; COL; 9.5 X 11.75, COL
27690,FOLDER; ILLUS; COL; 8.5 X 11, COL
27691,FOLDER; ILLUS; COL; 7.5 X 6.75, COL
27692,BOOKLET; ILLUS; COL; 9 X 12, COL
27693,BROADSIDE; ILLUS; COL; 13 X 20, COL
27694,FOLDER; ILLUS; COL; 11 X 12.75, COL
27695,BROADSIDE;  COL; 17 X 12.25,  COL
27696,BOOKLET; COL; 8.25 X 10.5, COL
27697,FOLDER; ILLUS; COL; 5 X 11, COL
27698,CARD; ILLUS; COL; 4.5 X 6.75, COL
27699,BOOKLET; COL; ILLUS; 9 X 12, ILLUS
27700,#N/A,
27701,Pamphlet,
27702,Folder; 8.5 x 10.5 inches; laminated, 8.5 x 10.5 inches
27704,Booklet; 10 x 15.5 inches, 10 x 15.5 inches
27705,#N/A,
27706,7 x 4 in. fold.,7 x 4 in. fold.
27707,11 x 7 in. ; ill., ill.
27708,10 x 7 in. fold. ; ill., ill.
27709,10 x 7 in. fold. ; ill., ill.
27710,#N/A,
27711,#N/A,
27712,#N/A,
27713,37.5x27cm,37.5x27cm
27714,30x21cm folded; 30x42cm open, 30x42cm open
27715,30x21cm folded; 30x42cm open, 30x42cm open
27716,30x21cm folded; 30x42cm open, 30x42cm open
27717,29.5x21cm folded; 29.5x42cm open, 29.5x42cm open
27718,22x15cm folded; 22x31cm open, 22x31cm open
27719,22x21cm folded; 41.5x21cm open, 41.5x21cm open
27720,23x15cm folded; 23x30cm open, 23x30cm open
27721,35x26cm folded; 35x53cm open, 35x53cm open
27722,35x26cm folded; 35x53cm open, 35x53cm open
27723,35x26cm folded; 35x53cm open, 35x53cm open
27724,35x26cm folded; 35x53cm open, 35x53cm open
27725,33x25cm folded; 33x49.5cm open, 33x49.5cm open
27726,36.5x27.5cm folded; 36.5x37.5cm open, 36.5x37.5cm open
27727,23x15cm folded; 23x30.5cm open, 23x30.5cm open
27728,23x15cm  ,23x15cm  
27729,33x25cm folded; 33x49.5cm open, 33x49.5cm open
27730,29.5x23cm folded; 29.5x45.5cm open, 29.5x45.5cm open
27731,38x27cm folded; 38x53cm open, 38x53cm open
27732,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27733,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27734,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27735,30.5x23cm; 30.5x46cm open, 30.5x46cm open
27736,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27737,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27738,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27739,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27740,30.5x22.5 folded; 30.5x46cm open, 30.5x46cm open
27741,30.5x23cm; 30.5x46cm open, 30.5x46cm open
27742,34.5x22.5cm,34.5x22.5cm
27743,26.5x17cm folded; 26.5x67.5cm open, 26.5x67.5cm open
27744,22.5x14cm,22.5x14cm
27745,18x12cm,18x12cm
27746,21x14cm folded; 21x27cm open, 21x27cm open
27747,32.5x20.5cm folded; 32.5x50.5cm open, 32.5x50.5cm open
27748,28x21.5cm folded; 28x42cm open, 28x42cm open
27749,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27750,34x24cm folded; 34x48cm open, 34x48cm open
27751,34x24cm folded; 34x48cm open, 34x48cm open
27752,34x24cm folded; 34x48cm open, 34x48cm open
27753,34x24cm folded; 34x48cm open, 34x48cm open
27754,33x24cm,33x24cm
27755,34.5x24cm folded; 34.5x58cm open, 34.5x58cm open
27756,24x16cm folded; 24x32.5cm open, 24x32.5cm open
27757,25.5x25.5cm folded; 25.5x51cm open, 25.5x51cm open
27758,30x21cm folded; 30x42cm open, 30x42cm open
27759,30x21cm  ,30x21cm  
27760,30x21cm folded; 30x42cm open, 30x42cm open
27761,30x21cm folded; 30x42cm open, 30x42cm open
27762,30x21cm  ,30x21cm  
27763,30x21cm folded; 30x42cm open, 30x42cm open
27764,28.5x22.5 folded; 28.5x44.5cm open, 28.5x44.5cm open
27765,30x21cm,30x21cm
27766,30x21cm folded; 30x42cm open, 30x42cm open
27767,28x21.5cm folded; 28x42.5cm open, 28x42.5cm open
27768,30x21cm,30x21cm
27769,30x21cm folded; 30x42cm open, 30x42cm open
27770,30x21cm,30x21cm
27771,19x21.5cm folded; 26x21.5cm open, 26x21.5cm open
27772,23x15cm folded; 23x30.5cm open, 23x30.5cm open
27773,10.5x32.5cm folded; 32.5x21cm open, 32.5x21cm open
27774,30.5x23cm folded; 30.5x46cm open, 30.5x46cm open
27775,25.5x21cm folded; 25.5x42cm open, 25.5x42cm open
27776,9x14cm folded; 19x28cm open, 19x28cm open
27777,25.5x20.5cm folded; 25.5x41cm open, 25.5x41cm open
27778,28x21.5cm folded; 28x43cm open, 28x43cm open
27779,23x15.5cm folded; 23x31cm open, 23x31cm open
27780,35x25cm folded; 35x50cm open, 35x50cm open
27781,14x21.5cm folded; 28x21.5cm open, 28x21.5cm open
27782,10x18cm folded; 10x36cm open, 10x36cm open
27783,33x12cm folded; 33x24cm folded, 33x24cm folded
27784,30x23.5cm folded; 30x47cm open, 30x47cm open
27785,30x22.5cm folded; 30x45cm open, 30x45cm open
27786,48x32cm folded; 48x64 cm open, 48x64 cm open
27787,43x28cm folded; 43x56cm open, 43x56cm open
27788,26x19.5cm folded; 26x39cm open, 26x39cm open
27789,26x19.5cm folded; 26x39cm open, 26x39cm open
27790,17.5x21.5cm folded; 17.5x43cm open, 17.5x43cm open
27791,30.5x19.5cm folded; 30.5x29.5cm open, 30.5x29.5cm open
27792,21.5x14cm,21.5x14cm
27793,25.5x17.5cm,25.5x17.5cm
27794,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27795,29x21.5cm folded; 29x43cm open, 29x43cm open
27796,31.5x21.5cm,31.5x21.5cm
27797,28x21.5cm folded; 28x43cm open, 28x43cm open
27798,37.5x27cm,37.5x27cm
27800,28x19cm folded; 28x38cm open, 28x38cm open
27801,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27802,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27803,22x16cm folded; 22x32.5cm open, 22x32.5cm open
27804,22x16cm folded; 22x32.5cm open, 22x32.5cm open
27805,29x21cm folded; 29x42cm open, 29x42cm open
27806,29x21cm folded; 29x42cm open, 29x42cm open
27807,29x21cm folded; 29x42cm open, 29x42cm open
27808,32.5x25cm folded; 32.5x50cm open, 32.5x50cm open
27809,43x56cm ,43x56cm 
27810,21x15cm folded; 21x30cm open, 21x30cm open
27811,33x23cm folded; 33x46cm open, 33x46cm open
27812,25.5x15cm folded; 25.5x30cm open, 25.5x30cm open
27813,26x19cm folded; 26x38cm open, 26x38cm open
27814,30x21cm folded; 30x62cm open, 30x62cm open
27815,34x20.5cm folded; 34x41cm open, 34x41cm open
27816,31.5x21cm,31.5x21cm
27817,23x15cm folded; 23x20.5cm open, 23x20.5cm open
27818,31.5x23.5cm folded; 31.5x47cm open, 31.5x47cm open
27819,31x21.5cm folded; 31x44cm open, 31x44cm open
27820,14x22.5cm folded; 41.5x22.5cm open, 41.5x22.5cm open
27821,18x11.5cm folded; 18x23cm open, 18x23cm open
27822,34x24cm folded; 34x48cm open, 34x48cm open
27823,28x21.5cm folded; 28x43cm open, 28x43cm open
27824,51x33cm; insert measures 30.5x23cm, insert measures 30.5x23cm
27825,21.5x16cm folded; 21.5x31.5cm open, 21.5x31.5cm open
27826,21.5x16cm folded; 21.5x31.5cm open, 21.5x31.5cm open
27827,22x16.5cm folded; 22x32.5cm open, 22x32.5cm open
27828,21.5x16cm folded; 21.5x31.5cm open, 21.5x31.5cm open
27829,21.5x16cm folded; 21.5x31.5cm open, 21.5x31.5cm open
27830,22x16.5cm folded; 22x32.5cm open, 22x32.5cm open
27831,28x21.5cm folded; 28x43cm open, 28x43cm open
27832,30.5x22.5cm folded; 30.5x45cm open, 30.5x45cm open
27833,29.5x21cm folded; 29.5x42cm open, 29.5x42cm open
27834,45x28cm ,45x28cm 
27835,30x21cm folded; 30x42cm open, 30x42cm open
27836,31x23cm folded; 31x46cm open, 31x46cm open
27837,25x19cm folded; 25x37.5cm open, 25x37.5cm open
27838,40.5x28.5cm ,40.5x28.5cm 
27839,38.5x26.5cm folded; 38.5x53.5cm open, 38.5x53.5cm open
27840,38x26.5cm folded; 38x53cm open, 38x53cm open
27841,34x17cm folded; 34x33.5cm open, 34x33.5cm open
27842,27x11cm,27x11cm
27843,15x11.5cm folded; 15x23cm open, 15x23cm open
27844,31x14cm folded; 31x51cm open, 31x51cm open
27845,34x24 cm folded; 34x48cm open, 34x48cm open
27846,34x24 cm folded; 34x48cm open, 34x48cm open
27847,34x24 cm folded; 34x48cm open, 34x48cm open
27848,34x24 cm folded; 34x48cm open, 34x48cm open
27849,34x24 cm folded; 34x48cm open, 34x48cm open
27850,34x24 cm folded; 34x48cm open, 34x48cm open
27851,34x24 cm folded; 34x48cm open, 34x48cm open
27852,34x24 cm folded; 34x48cm open, 34x48cm open
27853,31.5x23.5cm folded; 31.5x46.5cm open, 31.5x46.5cm open
27854,24x16cm folded; 24x32cm open, 24x32cm open
27855,23.5x30.5cm folded; 23.5x61cm open, 23.5x61cm open
27856,35x24cm folded; 35x46cm open, 35x46cm open
27857,33x26cm folded; 33x52cm open, 33x52cm open
27858,29x21cm folded; 29x42cm open, 29x42cm open
27859,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27860,21.5x16cm folded; 21.5x31.5cm open, 21.5x31.5cm open
27861,21.5x21cm folded; 21.5x42cm open, 21.5x42cm open
27862,29x21cm folded; 29x42cm open, 29x42cm open
27863,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27864,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27865,29x21cm folded; 29x42cm open, 29x42cm open
27866,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27867,21.5x15cm folded; 21.5x30cm open, 21.5x30cm open
27868,25x31.5cm folded; 45.5x31.5cm open, 45.5x31.5cm open
27869,31.5x21cm folded; 31.5x42 cm open, 31.5x42 cm open
27870,29x21.5cm folded; 29x44.5cm open, 29x44.5cm open
27871,22x14cm folded; 22x28cm open, 22x28cm open
27872,33x17cm folded; 33x33cm open, 33x33cm open
27873,30x18cm folded; 30x53.5cm open, 30x53.5cm open
27874,26.5x18cm ,26.5x18cm 
27875,40x23cm folded; 40x46cm open, 40x46cm open
27876,37x15.5cm folded; 37x29cm open, 37x29cm open
27877,34.5x24cm folded; 34.5x48cm open, 34.5x48cm open
27878,30x21cm folded; 30x42cm open, 30x42cm open
27879,25x17.5cm folded; 25x35cm open, 25x35cm open
27880,24.5x9cm folded; 24.5x27cm open, 24.5x27cm open
27881,35x25cm folded; 35x50cm open, 35x50cm open
27882,28x21.5cm ,28x21.5cm 
27883,32.5x23.5cm; 32.5x47cm open, 32.5x47cm open
27884,33.5x25cm folded; 33.5x50cm open, 33.5x50cm open
27885,33x25.5cm folded; 33x50cm open, 33x50cm open
27886,32x25cm folded; 32x50cm open, 32x50cm open
27887,25x16cm folded; 25x32cm open, 25x32cm open
27888,37x22cm folded; 37x43.5cm open, 37x43.5cm open
27889,21x18.5cm,21x18.5cm
27890,28x21.5cm,28x21.5cm
27892,30.5x19cm folded; 30.5x48.5co open, 30.5x48.5co open
27893,14x26.5cm,14x26.5cm
27894,28x21.5 folded; 28x43 open, 28x43 open
27895,28x21.5 folded; 28x43 open, 28x43 open
27896,28x21.5 folded; 28x43 open, 28x43 open
27897,28x21.5 folded; 28x43 open, 28x43 open
27898,28x21.5 folded; 28x43 open, 28x43 open
27899,28x21.5 folded; 28x43 open, 28x43 open
27900,28x21.5 folded; 28x43 open, 28x43 open
27901,28x21.5 folded; 28x43 open, 28x43 open
27902,28x21.5 folded; 28x43 open, 28x43 open
27903,Card; 37.5 x 27 cm., 37.5 x 27 cm.
27904,28x21.5 folded; 28x43 open, 28x43 open
27905,28x21.5 folded; 28x43 open, 28x43 open
27906,28x21.5 folded; 28x43 open, 28x43 open
27907,28x21.5 folded; 28x43 open, 28x43 open
27908,28x21.5 folded; 28x43 open, 28x43 open
27909,28x21.5 folded; 28x43 open, 28x43 open
27910,28x21.5 folded; 28x43 open, 28x43 open
27911,22x14cm folded; 22x28cm open, 22x28cm open
27912,27x11cm,27x11cm
27913,28x21.5 folded; 28x43 open, 28x43 open
27914,20x15cm folded; 20x30cm open, 20x30cm open
27915,35.5x23.5cm,35.5x23.5cm
27916,35.5x23.5cm,35.5x23.5cm
27917,33x23cm folded; 33x45.5cm open, 33x45.5cm open
27918,28x17.5cm,28x17.5cm
27919,24x10cm folded; 24x20cm open, 24x20cm open
27920,33x21.5cm,33x21.5cm
27921,24.5x14cm folded; 24.5x28 cm open, 24.5x28 cm open
27922,39.5x16cm folded; 39.5x32.5cm open, 39.5x32.5cm open
27923,35.5x24cm folded; 35.5x48cm open, 35.5x48cm open
27924,31.5x21.5cm folded; 31.5x43.5cm open, 31.5x43.5cm open
27925,36.5x23cm,36.5x23cm
27926,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27927,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27928,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27929,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27930,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27931,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27932,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27933,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27934,25.5x18cm folded; 25.5x36 cm open, 25.5x36 cm open
27935,23x15cm,23x15cm
27936,15x19.5cm folded; 28x19.5cm open, 28x19.5cm open
27937,29.5x21cm,29.5x21cm
27938,15x19.5cm folded; 28x19.5cm open, 28x19.5cm open
27939,33x24cm folded; 33x48cm open, 33x48cm open
27940,30x12.5cm folded; 30x25cm open, 30x25cm open
27941,34x24cm folded; 34x48cm open; eng is alternate language, 34x48cm open
27942,34x24cm folded; 34x48cm open, 34x48cm open
27943,34x24cm folded; 34x48cm open, 34x48cm open
27944,34x24cm folded; 34x48cm open, 34x48cm open
27945,34x24cm folded; 34x48cm open, 34x48cm open
27946,24.5x15.5 folded; 24.5x31 cm open, 24.5x31 cm open
27947,24x15cm folded; 24x30cm open, 24x30cm open
27948,24x15cm folded; 24x30cm open, 24x30cm open
27949,27.5x32cm folded; 53.5x32cm open, 53.5x32cm open
27950,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27951,24x18.5cm folded; 24x36.5cm open, 24x36.5cm open
27952,23x18cm folded; 23x35.5 open, 23x35.5 open
27953,18x12cm folded; 18x24cm open, 18x24cm open
27954,16.5x13.5cm folded; 33x13.5cm open, 33x13.5cm open
27955,21x13cm folded; 21x26cm open, 21x26cm open
27956,37.5x24cm folded; 37.5x47cm open, 37.5x47cm open
27957,12.5x11cm folded; 12.5x22cm open, 12.5x22cm open
27958,25.5x23.5cm folded; 25.5x46.5cm open, 25.5x46.5cm open
27959,30x22.5cm folded; 30x45cm open, 30x45cm open
27960,23x20cm,23x20cm
27961,28x22cm folded; 28x43.5cm open, 28x43.5cm open
27962,22x12.5cm folded; 22x25cm open, 22x25cm open
27963,22x14cm folded; 22x28cm open, 22x28cm open
27964,30x21cm folded; 30x42cm open, 30x42cm open
27965,29x20cm folded; 29x40cm open, 29x40cm open
27966,29x20cm folded; 29x40cm open, 29x40cm open
27967,29x20cm folded; 29x40cm open, 29x40cm open
27968,42x29cm,42x29cm
27969,29x20cm folded; 29x40cm open, 29x40cm open
27970,42x29cm,42x29cm
27971,19.5x21cm folded; 19.5x42cm open, 19.5x42cm open
27972,26x19cm folded; 26x36cm open, 26x36cm open
27973,36x14cm folded; 36x28cm open, 36x28cm open
27974,22.5x16cm folded;22.5x31.5cm open,22.5x31.5cm open
27975,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27976,24x16cm folded; 24x32cm open, 24x32cm open
27977,37x26.5cm folded; 37x52.5cm open, 37x52.5cm open
27978,31.5x24cm folded; 31.5x48cm open, 31.5x48cm open
27979,32x23.5cm folded; 32x46.5cm open, 32x46.5cm open
27980,30x23cm folded; 30x45.5cm open, 30x45.5cm open
27981,33x25.5cm folded; 33x51cm open, 33x51cm open
27982,31x25cm folded; 31x49.5cm open, 31x49.5cm open
27983,24x15.5cm,24x15.5cm
27984,22x14cm folded; 22x28cm open, 22x28cm open
27985,22.5x15cm folded; 22.5x30cm open, 22.5x30cm open
27986,33x12cm folded; 33x24cm open, 33x24cm open
27987,30.5x23cm folded; 30.5x46cm open, 30.5x46cm open
27988,36.5x26.5cm folded; 36.5x53.5cm open, 36.5x53.5cm open
27989,25.5x17cm folded; 25.5x34cm open, 25.5x34cm open
27990,21.5x28cm folded;43x28cm open,43x28cm open
27991,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27992,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
27993,25.5x18cm folded; 25.5x36cm open, 25.5x36cm open
27994,19x21cm folded; 19x42cm open, 19x42cm open
27995,34x14cm folded; 34x42cm open, 34x42cm open
27996,19.5x13cm folded; 19.5x25.5 open, 19.5x25.5 open
27997,21.5x14cm folded; 21.5x27.5cm open, 21.5x27.5cm open
27998,21.5x14cm folded; 21.5x27.5cm open, 21.5x27.5cm open
27999,34x26cm folded; 34x52cm open, 34x52cm open
28000,24x20cm folded; 24x40cm open, 24x40cm open
28001,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
28002,20x15.5cm folded; 20x30.5cm open, 20x30.5cm open
28003,32x23cm folded; 32x45.5cm open, 32x45.5cm open
28004,30x21cm folded; 30x62cm open, 30x62cm open
28005,23x15.5cm folded; 23x30.5cm open, 23x30.5cm open
28006,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
28007,21.5x14cm folded; 21.5x28cm open , 21.5x28cm open 
28008,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
28009,19x9cm folded; 19x26.5 open, 19x26.5 open
28010,22x11cm folded; 22x33cm open, 22x33cm open
28011,31.5x22cm,31.5x22cm
28012,29x22cm folded; 29x44.5cm open, 29x44.5cm open
28013,35.5x25cm folded; 35.5x50.5 open, 35.5x50.5 open
28014,21.5x14cm folded; 21.5x28cm open, 21.5x28cm open
28015,,
28017,,
28020,30x24cm folded; 30x48cm open, 30x48cm open
28022,26x12.5cm folded; 26x25cm open, 26x25cm open
