id,physical_description,size_cp,size,menu_format,unit
32506,23.5x16.5cm folded; 23.5x33cm open,23.5x16.5cm folded; 23.5x33cm open,23.5x16.5;23.5x33,folded;open;,cm
32507,26.5x15.5cm,26.5x15.5cm,26.5x15.5,,cm
32508,33x21cm,33x21cm,33x21,,cm
32509,33x21cm,33x21cm,33x21,,cm
32510,24x15.5cm folded; 24x31cm open,24x15.5cm folded; 24x31cm open,24x15.5;24x31,folded;open;,cm
32512,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32524,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32513,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32514,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32515,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32516,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32517,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32518,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32519,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32520,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32521,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32522,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32523,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5cm folded; 35.5x39cm open,35.5x19.5;35.5x39,folded;open;,cm
32442,27x30.5cm,27x30.5cm,27x30.5,,cm
32441,20x13cm,20x13cm,20x13,,cm
32440,20x13cm,20x13cm,20x13,,cm
32439,20x13cm,20x13cm,20x13,,cm
32358,33x18cm,33x18cm,33x18,,cm
32359,33x18cm,33x18cm,33x18,,cm
32360,33x18cm,33x18cm,33x18,,cm
32361,33x18cm,33x18cm,33x18,,cm
32362,33x18cm,33x18cm,33x18,,cm
32363,33x18cm,33x18cm,33x18,,cm
32364,33x18cm,33x18cm,33x18,,cm
32365,33x18cm,33x18cm,33x18,,cm
32366,33x18cm,33x18cm,33x18,,cm
32367,33x18cm,33x18cm,33x18,,cm
32368,33x18cm,33x18cm,33x18,,cm
32369,33x18cm,33x18cm,33x18,,cm
32370,33x18cm,33x18cm,33x18,,cm
32371,33x18cm,33x18cm,33x18,,cm
32372,33x18cm,33x18cm,33x18,,cm
32373,33x18cm,33x18cm,33x18,,cm
32374,33x18cm,33x18cm,33x18,,cm
32375,33x18cm,33x18cm,33x18,,cm
32376,33x18cm,33x18cm,33x18,,cm
32377,33x18cm,33x18cm,33x18,,cm
32378,33x18cm,33x18cm,33x18,,cm
32379,33x18cm,33x18cm,33x18,,cm
32380,33x18cm,33x18cm,33x18,,cm
32381,33x18cm,33x18cm,33x18,,cm
32382,33x18cm,33x18cm,33x18,,cm
32357,33x18cm,33x18cm,33x18,,cm
32356,33x18cm,33x18cm,33x18,,cm
32355,33x18cm,33x18cm,33x18,,cm
32341,20.5x13cm,20.5x13cm,20.5x13,,cm
32330,20.5x13cm,20.5x13cm,20.5x13,,cm
32331,20.5x13cm,20.5x13cm,20.5x13,,cm
32332,20.5x13cm,20.5x13cm,20.5x13,,cm
32333,20.5x13cm,20.5x13cm,20.5x13,,cm
32334,20.5x13cm,20.5x13cm,20.5x13,,cm
32335,20.5x13cm,20.5x13cm,20.5x13,,cm
32336,20.5x13cm,20.5x13cm,20.5x13,,cm
32337,20.5x13cm,20.5x13cm,20.5x13,,cm
32338,20.5x13cm,20.5x13cm,20.5x13,,cm
32339,20.5x13cm,20.5x13cm,20.5x13,,cm
32340,20.5x13cm,20.5x13cm,20.5x13,,cm
32342,20.5x13cm,20.5x13cm,20.5x13,,cm
32354,33x18cm,33x18cm,33x18,,cm
32343,20.5x13cm,20.5x13cm,20.5x13,,cm
32344,20.5x13cm,20.5x13cm,20.5x13,,cm
32345,20.5x13cm,20.5x13cm,20.5x13,,cm
32346,20.5x13cm,20.5x13cm,20.5x13,,cm
32347,20.5x13cm,20.5x13cm,20.5x13,,cm
32348,20.5x13cm,20.5x13cm,20.5x13,,cm
32349,20.5x13cm,20.5x13cm,20.5x13,,cm
32350,20.5x13cm,20.5x13cm,20.5x13,,cm
32351,22.5x18cm folded; 22.5x36cm open,22.5x18cm folded; 22.5x36cm open,22.5x18;22.5x36,folded;open;,cm
32352,19x13.5cm folded; 19x27cm open,19x13.5cm folded; 19x27cm open,19x13.5;19x27,folded;open;,cm
32353,18x14cm folded; 18x28cm open,18x14cm folded; 18x28cm open,18x14;18x28,folded;open;,cm
32383,33x18cm,33x18cm,33x18,,cm
32384,33x18cm,33x18cm,33x18,,cm
32385,33x18cm,33x18cm,33x18,,cm
32426,33x18.5cm,33x18.5cm,33x18.5,,cm
32415,28.5x16cm,28.5x16cm,28.5x16,,cm
32416,28.5x16cm,28.5x16cm,28.5x16,,cm
32417,26.5x15.5cm,26.5x15.5cm,26.5x15.5,,cm
32418,33x18.5cm,33x18.5cm,33x18.5,,cm
32419,33x18.5cm,33x18.5cm,33x18.5,,cm
32420,33x18.5cm,33x18.5cm,33x18.5,,cm
32421,33x18.5cm,33x18.5cm,33x18.5,,cm
32422,33x18.5cm,33x18.5cm,33x18.5,,cm
32423,33x18.5cm,33x18.5cm,33x18.5,,cm
32424,33x18.5cm,33x18.5cm,33x18.5,,cm
32425,33x18.5cm,33x18.5cm,33x18.5,,cm
32427,33x18.5cm,33x18.5cm,33x18.5,,cm
32413,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32428,33x18.5cm,33x18.5cm,33x18.5,,cm
32429,33x18.5cm,33x18.5cm,33x18.5,,cm
32430,33x18.5cm,33x18.5cm,33x18.5,,cm
32431,33x18.5cm,33x18.5cm,33x18.5,,cm
32432,33x18.5cm,33x18.5cm,33x18.5,,cm
32433,33x18.5cm,33x18.5cm,33x18.5,,cm
32434,20x13cm,20x13cm,20x13,,cm
32435,20x13cm,20x13cm,20x13,,cm
32436,20x13cm,20x13cm,20x13,,cm
32437,20x13cm,20x13cm,20x13,,cm
32438,20x13cm,20x13cm,20x13,,cm
32414,28.5x16cm,28.5x16cm,28.5x16,,cm
32412,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32386,33x18cm,33x18cm,33x18,,cm
32398,18x14cm folded; 18x28cm open,18x14cm folded; 18x28cm open,18x14;18x28,folded;open;,cm
32387,33x18cm,33x18cm,33x18,,cm
32388,33x18cm,33x18cm,33x18,,cm
32389,33x18cm,33x18cm,33x18,,cm
32390,33x18cm,33x18cm,33x18,,cm
32391,33x18cm,33x18cm,33x18,,cm
32392,30x22cm,30x22cm,30x22,,cm
32393,28x21.5cm folded; 28x43cm open,28x21.5cm folded; 28x43cm open,28x21.5;28x43,folded;open;,cm
32394,36.5x19cm folded; 36.5x38cm open,36.5x19cm folded; 36.5x38cm open,36.5x19;36.5x38,folded;open;,cm
32395,24x16.5cm folded; 24x33cm open,24x16.5cm folded; 24x33cm open,24x16.5;24x33,folded;open;,cm
32396,28.5x18cm folded; 28.5x36cm open,28.5x18cm folded; 28.5x36cm open,28.5x18;28.5x36,folded;open;,cm
32397,21x32.5cm,21x32.5cm,21x32.5,,cm
32399,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32411,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32400,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32401,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32402,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32403,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32404,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32405,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32406,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32407,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32408,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32409,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32410,28x18cm folded; 28x36cm open,28x18cm folded; 28x36cm open,28x18;28x36,folded;open;,cm
32553,28x20.5cm folded; 28x41cm open,28x20.5cm folded; 28x41cm open,28x20.5;28x41,folded;open;,cm
32555,16.5x12cm folded; 16.5x24cm open,16.5x12cm folded; 16.5x24cm open,16.5x12;16.5x24,folded;open;,cm
32785,30.5x22cm,30.5x22cm,30.5x22,,cm
32729,20.5x13cm,20.5x13cm,20.5x13,,cm
32703,30.5x22cm,30.5x22cm,30.5x22,,cm
32704,24x15cm,24x15cm,24x15,,cm
32705,30.5x22cm,30.5x22cm,30.5x22,,cm
32706,23x20.5cm,23x20.5cm,23x20.5,,cm
32707,28x18cm,28x18cm,28x18,,cm
32708,37x22cm,37x22cm,37x22,,cm
32709,24x15cm,24x15cm,24x15,,cm
32710,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32711,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32712,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32713,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32714,23x20.5cm,23x20.5cm,23x20.5,,cm
32715,23x20.5cm,23x20.5cm,23x20.5,,cm
32716,30.5x22cm,30.5x22cm,30.5x22,,cm
32717,26.5x15.5cm,26.5x15.5cm,26.5x15.5,,cm
32718,26.5x15cm folded; 26.5x30cm opened,26.5x15cm folded; 26.5x30cm opened,26.5x15;26.5x30,folded;open;,cm
32719,15.5x21.5cm,15.5x21.5cm,15.5x21.5,,cm
32720,20.5x13cm,20.5x13cm,20.5x13,,cm
32721,20.5x13cm,20.5x13cm,20.5x13,,cm
32722,20.5x13cm,20.5x13cm,20.5x13,,cm
32723,16x11.5cm folded; 16x23cm opened,16x11.5cm folded; 16x23cm opened,16x11.5;16x23,folded;open;,cm
32724,28x17.5cm,28x17.5cm,28x17.5,,cm
32725,27.5x17.5cm folded; 27.5x35cm opened,27.5x17.5cm folded; 27.5x35cm opened,27.5x17.5;27.5x35,folded;open;,cm
32726,28x20.5cm folded; 28x41cm opened,28x20.5cm folded; 28x41cm opened,28x20.5;28x41,folded;open;,cm
32727,24x19cm folded; 24x38cm opened,24x19cm folded; 24x38cm opened,24x19;24x38,folded;open;,cm
32702,30.5x22cm,30.5x22cm,30.5x22,,cm
32701,28x18cm,28x18cm,28x18,,cm
32700,26x16cm,26x16cm,26x16,,cm
32685,28x17.5cm folded; 28x35cm opened,28x17.5cm folded; 28x35cm opened,28x17.5;28x35,folded;open;,cm
32674,23x20.5cm,23x20.5cm,23x20.5,,cm
32675,31x21cm folded; 31x42cm opened,31x21cm folded; 31x42cm opened,31x21;31x42,folded;open;,cm
32676,26.5x15cm folded; 26.5x30cm opened,26.5x15cm folded; 26.5x30cm opened,26.5x15;26.5x30,folded;open;,cm
32677,26x14cm,26x14cm,26x14,,cm
32678,28x17.5cm folded; 28x35cm opened,28x17.5cm folded; 28x35cm opened,28x17.5;28x35,folded;open;,cm
32679,28x20.5cm folded; 28x41cm opened,28x20.5cm folded; 28x41cm opened,28x20.5;28x41,folded;open;,cm
32680,24x15cm,24x15cm,24x15,,cm
32681,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32682,28x17.5cm folded; 28x35cm opened,28x17.5cm folded; 28x35cm opened,28x17.5;28x35,folded;open;,cm
32683,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32684,28x17.5cm folded; 28x35cm opened,28x17.5cm folded; 28x35cm opened,28x17.5;28x35,folded;open;,cm
32687,17x11.5cm folded; 17x23cm opened,17x11.5cm folded; 17x23cm opened,17x11.5;17x23,folded;open;,cm
32699,24x19cm folded; 24x38cm opened,24x19cm folded; 24x38cm opened,24x19;24x38,folded;open;,cm
32688,31x19.5cm folded; 31x39cm opened,31x19.5cm folded; 31x39cm opened,31x19.5;31x39,folded;open;,cm
32689,23x20.5cm,23x20.5cm,23x20.5,,cm
32690,23x20.5cm,23x20.5cm,23x20.5,,cm
32691,26.5x15cm folded; 26.5x30cm opened,26.5x15cm folded; 26.5x30cm opened,26.5x15;26.5x30,folded;open;,cm
32692,28x17.5cm  ,28x17.5cm,28x17.5,,cm
32693,28x17.5cm  ,28x17.5cm,28x17.5,,cm
32694,27.5x17cm folded; 27.5x34cm opened,27.5x17cm folded; 27.5x34cm opened,27.5x17;27.5x34,folded;open;,cm
32695,23.5x16.5cm folded; 23.5x33cm opened,23.5x16.5cm folded; 23.5x33cm opened,23.5x16.5;23.5x33,folded;open;,cm
32696,20.5x13cm,20.5x13cm,20.5x13,,cm
32697,20.5x13cm,20.5x13cm,20.5x13,,cm
32698,28x20.5cm folded; 28x41cm opened,28x20.5cm folded; 28x41cm opened,28x20.5;28x41,folded;open;,cm
32728,28x18cm,28x18cm,28x18,,cm
32730,21.5x11cm,21.5x11cm,21.5x11,,cm
32556,30.5x22cm,30.5x22cm,30.5x22,,cm
13878,FOLDER; 8 X 14;, 8 x 14,8x14,,
32760,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5;26.5x41,folded;open;,cm
32761,23x18cm folded; 23x36cm open,23x18cm folded; 23x36cm open,23x18;23x36,folded;open;,cm
32762,24x15.5cm,24x15.5cm,24x15.5,,cm
32763,29x18cm,29x18cm,29x18,,cm
32764,28x18cm,28x18cm,28x18,,cm
32765,20x12.5cm,20x12.5cm,20x12.5,,cm
32766,28x18cm,28x18cm,28x18,,cm
32767,16x12cm folded; 16x24cm open,16x12cm folded; 16x24cm open,16x12;16x24,folded;open;,cm
32768,33x18cm,33x18cm,33x18,,cm
32769,23x20.5cm,23x20.5cm,23x20.5,,cm
32770,23x20.5cm,23x20.5cm,23x20.5,,cm
32771,23x20.5cm,23x20.5cm,23x20.5,,cm
32772,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32773,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32774,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32775,23.5x21.5cm,23.5x21.5cm,23.5x21.5,,cm
32776,26.5x15.5cm folded; 26.5x31cm open,26.5x15.5cm folded; 26.5x31cm open,26.5x15.5;26.5x31,folded;open;,cm
32777,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32778,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32779,37x22cm,37x22cm,37x22,,cm
32780,31x19.5cm folded; 31x39cm opened,31x19.5cm folded; 31x39cm opened,31x19.5;31x39,folded;open;,cm
32781,24x21.5cm,24x21.5cm,24x21.5,,cm
32782,24x21.5cm,24x21.5cm,24x21.5,,cm
32783,20x24cm,20x24cm,20x24,,cm
32784,30.5x22cm,30.5x22cm,30.5x22,,cm
32759,27.5x17cm folded; 27.5x34cm opened,27.5x17cm folded; 27.5x34cm opened,27.5x17;27.5x34,folded;open;,cm
32758,23x15.5cm,23x15.5cm,23x15.5,,cm
32757,28.5x18cm folded; 28.5x36cm open,28.5x18cm folded; 28.5x36cm open,28.5x18;28.5x36,folded;open;,cm
32743,23x18cm folded; 23x36cm open,23x18cm folded; 23x36cm open,23x18;23x36,folded;open;,cm
32732,31x19.5cm folded; 31x39cm opened,31x19.5cm folded; 31x39cm opened,31x19.5;31x39,folded;open;,cm
32733,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32734,28x18cm folded; 28x36cm opened,28x18cm folded; 28x36cm opened,28x18;28x36,folded;open;,cm
32735,37x22.5cm,37x22.5cm,37x22.5,,cm
32736,33x13cm,33x13cm,33x13,,cm
32737,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5;26.5x41,folded;open;,cm
32738,26.5x15.5cm folded; 26.5x31cm open,26.5x15.5cm folded; 26.5x31cm open,26.5x15.5;26.5x31,folded;open;,cm
32739,28x18cm  ,28x18cm,28x18,,cm
32740,22.5x14.5cm,22.5x14.5cm,22.5x14.5,,cm
32741,24x15cm,24x15cm,24x15,,cm
32742,26x15.5cm,26x15.5cm,26x15.5,,cm
32744,25.5x15cm,25.5x15cm,25.5x15,,cm
32756,31x19.5cm folded; 31x39cm opened,31x19.5cm folded; 31x39cm opened,31x19.5;31x39,folded;open;,cm
32745,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5cm folded; 26.5x41cm open,26.5x20.5;26.5x41,folded;open;,cm
32746,27.5x17.5cm folded; 27.5x35cm opened,27.5x17.5cm folded; 27.5x35cm opened,27.5x17.5;27.5x35,folded;open;,cm
32747,28x18cm,28x18cm,28x18,,cm
32748,16x11.5cm folded; 16x23cm opened,16x11.5cm folded; 16x23cm opened,16x11.5;16x23,folded;open;,cm
32749,28.5x17.5cm,28.5x17.5cm,28.5x17.5,,cm
32750,28x18cm,28x18cm,28x18,,cm
32751,30.5x22cm,30.5x22cm,30.5x22,,cm
32752,23x20.5cm,23x20.5cm,23x20.5,,cm
32753,20x10.5cm folded; 20x21cm open,20x10.5cm folded; 20x21cm open,20x10.5;20x21,folded;open;,cm
32754,30.5x22cm,30.5x22cm,30.5x22,,cm
32755,30.5x22cm,30.5x22cm,30.5x22,,cm
32673,23x20.5cm,23x20.5cm,23x20.5,,cm
32672,23x20.5cm,23x20.5cm,23x20.5,,cm
32671,17.5x10cm folded; 17.5x20cm opened,17.5x10cm folded; 17.5x20cm opened,17.5x10;17.5x20,folded;open;,cm
32670,32x19.5cm,32x19.5cm,32x19.5,,cm
32586,12.5x19cm folded; 38x25cm open,12.5x19cm folded; 38x25cm open,12.5x19;38x25,folded;open;,cm
32588,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
32589,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32590,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32591,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32592,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32593,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32594,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32595,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32596,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32597,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32598,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32599,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32600,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32601,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32602,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32603,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32604,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32605,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32606,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32607,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32608,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32609,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32610,19.5x13cm  ,19.5x13cm,19.5x13,,cm
32611,33x18cm,33x18cm,33x18,,cm
32585,25x18cm folded; 25x36cm open,25x18cm folded; 25x36cm open,25x18;25x36,folded;open;,cm
32584,23x18cm folded; 23x36cm open,23x18cm folded; 23x36cm open,23x18;23x36,folded;open;,cm
32583,21.5x14cm folded; 21.5x28cm open,21.5x14cm folded; 21.5x28cm open,21.5x14;21.5x28,folded;open;,cm
32568,21.5x16cm folded; 21.5x32cm open,21.5x16cm folded; 21.5x32cm open,21.5x16;21.5x32,folded;open;,cm
32557,16.5x12cm folded; 16.5x24cm open,16.5x12cm folded; 16.5x24cm open,16.5x12;16.5x24,folded;open;,cm
32558,21x14.5cm folded; 21x29cm open,21x14.5cm folded; 21x29cm open,21x14.5;21x29,folded;open;,cm
32559,27x17cm folded; 27x34cm open,27x17cm folded; 27x34cm open,27x17;27x34,folded;open;,cm
32560,28x20.5cm ,28x20.5cm,28x20.5,,cm
32561,35.5x25.5cm,35.5x25.5cm,35.5x25.5,,cm
32562,31x21cm folded; 31x42cm open,31x21cm folded; 31x42cm open,31x21;31x42,folded;open;,cm
32563,27x17cm  ,27x17cm,27x17,,cm
32564,27x17cm,27x17cm,27x17,,cm
32565,19.5x13cm folded; 19.5x26cm open,19.5x13cm folded; 19.5x26cm open,19.5x13;19.5x26,folded;open;,cm
32566,23.5x15cm,23.5x15cm,23.5x15,,cm
32567,20.5x14cm,20.5x14cm,20.5x14,,cm
32569,24x14cm ,24x14cm,24x14,,cm
32582,26.5x18cm folded; 26.5x36cm open,26.5x18cm folded; 26.5x36cm open,26.5x18;26.5x36,folded;open;,cm
32570,23x16cm folded; 23x32cm open,23x16cm folded; 23x32cm open,23x16;23x32,folded;open;,cm
32571,18x13.5cm folded; 18x27cm open,18x13.5cm folded; 18x27cm open,18x13.5;18x27,folded;open;,cm
32572,36x19cm folded; 36x38cm open,36x19cm folded; 36x38cm open,36x19;36x38,folded;open;,cm
32574,28x16.5cm,28x16.5cm,28x16.5,,cm
32575,25.5x17cm folded; 25.5x34cm open,25.5x17cm folded; 25.5x34cm open,25.5x17;25.5x34,folded;open;,cm
32576,16x12cm folded; 16x24cm open,16x12cm folded; 16x24cm open,16x12;16x24,folded;open;,cm
32577,28x18cm,28x18cm,28x18,,cm
32578,20x13cm,20x13cm,20x13,,cm
32579,17x14.5cm folded; 17x29cm open,17x14.5cm folded; 17x29cm open,17x14.5;17x29,folded;open;,cm
32580,28x20.5cm folded; 28x41cm open,28x20.5cm folded; 28x41cm open,28x20.5;28x41,folded;open;,cm
32581,22x16.5cm folded; 22x33cm open,22x16.5cm folded; 22x33cm open,22x16.5;22x33,folded;open;,cm
32612,33x18cm,33x18cm,33x18,,cm
32613,33x18cm,33x18cm,33x18,,cm
32614,33x18cm,33x18cm,33x18,,cm
32657,33x18cm,33x18cm,33x18,,cm
32646,33x18cm,33x18cm,33x18,,cm
32647,33x18cm,33x18cm,33x18,,cm
32648,33x18cm,33x18cm,33x18,,cm
32649,33x18cm,33x18cm,33x18,,cm
32650,33x18cm,33x18cm,33x18,,cm
32651,33x18cm,33x18cm,33x18,,cm
32652,33x18cm,33x18cm,33x18,,cm
32653,33x18cm,33x18cm,33x18,,cm
32654,33x18cm,33x18cm,33x18,,cm
32655,33x18cm,33x18cm,33x18,,cm
32656,33x18cm,33x18cm,33x18,,cm
32658,33x18cm,33x18cm,33x18,,cm
32644,33x18cm,33x18cm,33x18,,cm
32659,33x18cm,33x18cm,33x18,,cm
32660,33x18cm,33x18cm,33x18,,cm
32661,33x18cm,33x18cm,33x18,,cm
32662,33x18cm,33x18cm,33x18,,cm
32663,24x13cm,24x13cm,24x13,,cm
32664,24x21.5cm,24x21.5cm,24x21.5,,cm
32665,24x21.5cm,24x21.5cm,24x21.5,,cm
32666,20x24cm,20x24cm,20x24,,cm
32667,30.5x22cm,30.5x22cm,30.5x22,,cm
32668,30.5x22cm,30.5x22cm,30.5x22,,cm
32669,30.5x22cm,30.5x22cm,30.5x22,,cm
32645,33x18cm,33x18cm,33x18,,cm
32643,33x18cm,33x18cm,33x18,,cm
32615,33x18cm,33x18cm,33x18,,cm
32627,33x18cm,33x18cm,33x18,,cm
32616,33x18cm,33x18cm,33x18,,cm
32617,33x18cm,33x18cm,33x18,,cm
32618,33x18cm,33x18cm,33x18,,cm
32619,33x18cm,33x18cm,33x18,,cm
32620,33x18cm,33x18cm,33x18,,cm
32621,33x18cm,33x18cm,33x18,,cm
32622,33x18cm,33x18cm,33x18,,cm
32623,33x18cm,33x18cm,33x18,,cm
32624,33x18cm,33x18cm,33x18,,cm
32625,33x18cm,33x18cm,33x18,,cm
32626,33x18cm,33x18cm,33x18,,cm
32628,33x18cm,33x18cm,33x18,,cm
32642,33x18cm,33x18cm,33x18,,cm
32629,33x18cm,33x18cm,33x18,,cm
32630,33x18cm,33x18cm,33x18,,cm
32631,33x18cm,33x18cm,33x18,,cm
32632,33x18cm,33x18cm,33x18,,cm
32633,33x18cm,33x18cm,33x18,,cm
32634,33x18cm,33x18cm,33x18,,cm
32635,25.5x15cm,25.5x15cm,25.5x15,,cm
32636,22x16.5cm folded; 22x33cm open,22x16.5cm folded; 22x33cm open,22x16.5;22x33,folded;open;,cm
32637,28.5x20.5cm folded; 28.5x41cm open,28.5x20.5cm folded; 28.5x41cm open,28.5x20.5;28.5x41,folded;open;,cm
32640,26x19cm,26x19cm,26x19,,cm
32641,23x15cm folded; 23x30cm open,23x15cm folded; 23x30cm open,23x15;23x30,folded;open;,cm
13928,BROADSIDE; 5.5X7.75;, 5.5x7.75,5.5x7.75,,
27325,folder (with plastic cover); 9.75 x 14 inches; cracked and bent plastic cover, 9.75 x 14 inches,9.75x14,,inches
13930,CARD;ILLUS;COL;4.25X8.50;,4.25x8.50,4.25x8.50,,
21802,FOLDER;COL;4.5X7,4.5x7,4.5x7,,
21804,CARD; 5.5X8.5;, 5.5x8.5,5.5x8.5,,
21805,FOLDER; 5.6X8;, 5.6x8,5.6x8,,
21806,FOLDER; ILLUS; 7X9;, 7x9,7x9,,
21807,FOLDER; ILLUS; COL; 5X6.5;, 5x6.5,5x6.5,,
21808,FOLDER; ILLUS; COL; 5.25 X 7.5;, 5.25 x 7.5,5.25x7.5,,
21809,CARD; 4.25 X 6.75;, 4.25 x 6.75,4.25x6.75,,
21810,CARD; ILLUS; COL; 6 X 8;, 6 x 8,6x8,,
21811,BOOKLET; 6 X 9.5;, 6 x 9.5,6x9.5,,
21812,BOOKLET;RED RIBBON TRIM;6X5.25;,6x5.25,6x5.25,,
21813,FOLDER;ILLUS; COL; 7 X 11;, 7 x 11,7x11,,
21814,FOLDER; ILL; 6X7;, 6x7,6x7,,
21816,BOOKLET; ILLUS; COL; 4.5X10;, 4.5x10,4.5x10,,
21817,BOOKLET;ILLUS;COL;5.5X8.25;,5.5x8.25,5.5x8.25,,
21818,CARD; ILLUS; COL; 6 X 8;, 6 x 8,6x8,,
21819,FOLDER; 6X9/25;, 6x9.25,6x9.25,,
21820,CARD; 5X8;, 5x8,5x8,,
